,Latitud,Longitud,LST_Day_1km,date
0,21.1781,-88.60214,15168,20210920
1,21.1781,-88.60214,15061,20210924
2,21.1781,-88.60214,15044,20210925
3,21.1781,-88.60214,15059,20210927
4,21.1781,-88.60214,15239,20210929
5,21.1781,-88.60214,15019,20211001
6,21.1781,-88.60214,15039,20211002
7,21.1781,-88.60214,15017,20211003
8,21.1781,-88.60214,15099,20211004
9,21.1781,-88.60214,15169,20211006
10,21.1781,-88.60214,14767,20211009
11,21.1781,-88.60214,15187,20211010
12,21.1781,-88.60214,15070,20211011
13,21.1781,-88.60214,15165,20211012
14,21.1781,-88.60214,15164,20211013
15,21.1781,-88.60214,15085,20211014
16,21.1781,-88.60214,15038,20211017
17,21.1781,-88.60214,15071,20211018
18,21.1781,-88.60214,14979,20211025
19,21.1781,-88.60214,15068,20211026
20,21.1781,-88.60214,15181,20211031
21,21.1781,-88.60214,15061,20211102
22,21.1781,-88.60214,15068,20211103
23,21.1781,-88.60214,15090,20211105
24,21.1781,-88.60214,15024,20211106
25,21.1781,-88.60214,15131,20211110
26,21.1781,-88.60214,15224,20211111
27,21.1781,-88.60214,15117,20211116
28,21.1781,-88.60214,14964,20211119
29,21.1781,-88.60214,14915,20211123
30,21.1781,-88.60214,15115,20211125
31,21.1781,-88.60214,14875,20211126
32,21.1781,-88.60214,15093,20211127
33,21.1781,-88.60214,14799,20211128
34,21.1781,-88.60214,15095,20211204
35,21.1781,-88.60214,15128,20211205
36,21.1781,-88.60214,15167,20211207
37,21.1781,-88.60214,15052,20211208
38,21.1781,-88.60214,15160,20211209
39,21.1781,-88.60214,15092,20211214
40,21.1781,-88.60214,15056,20211215
41,21.1781,-88.60214,15019,20211220
42,21.1781,-88.60214,14975,20211224
43,21.1781,-88.60214,15149,20211225
44,21.1781,-88.60214,15006,20211227
45,21.1781,-88.60214,15055,20211228
46,21.1781,-88.60214,15080,20211229
47,21.1781,-88.60214,15290,20220101
48,21.1781,-88.60214,14844,20220108
49,21.1781,-88.60214,14825,20220112
50,21.1781,-88.60214,15074,20220114
51,21.1781,-88.60214,15110,20220115
52,21.1781,-88.60214,14929,20220118
53,21.1781,-88.60214,15167,20220119
54,21.1781,-88.60214,15123,20220124
55,21.1781,-88.60214,15058,20220131
56,21.1781,-88.60214,15237,20220204
57,21.1781,-88.60214,15161,20220211
58,21.1781,-88.60214,14948,20220216
59,21.1781,-88.60214,15246,20220220
60,21.1781,-88.60214,15078,20220221
61,21.1781,-88.60214,15247,20220222
62,21.1781,-88.60214,15129,20220224
63,21.1781,-88.60214,15230,20220225
64,21.1781,-88.60214,15256,20220303
65,21.1781,-88.60214,15455,20220310
66,21.1781,-88.60214,15353,20220311
67,21.1781,-88.60214,15176,20220314
68,21.1781,-88.60214,15414,20220315
69,21.1781,-88.60214,15329,20220317
70,21.1781,-88.60214,15379,20220319
71,21.1781,-88.60214,15176,20220320
72,21.1781,-88.60214,15542,20220322
73,21.1781,-88.60214,15291,20220323
74,21.1781,-88.60214,15253,20220326
