,Latitud,Longitud,LST_Day_1km,date
0,21.27085,-88.45544,15101,20210920
1,21.27085,-88.45544,15018,20210925
2,21.27085,-88.45544,15079,20210927
3,21.27085,-88.45544,15171,20210929
4,21.27085,-88.45544,15058,20211001
5,21.27085,-88.45544,14881,20211002
6,21.27085,-88.45544,15037,20211003
7,21.27085,-88.45544,15056,20211004
8,21.27085,-88.45544,15026,20211006
9,21.27085,-88.45544,14925,20211009
10,21.27085,-88.45544,15082,20211011
11,21.27085,-88.45544,15133,20211012
12,21.27085,-88.45544,15187,20211013
13,21.27085,-88.45544,15080,20211017
14,21.27085,-88.45544,14893,20211018
15,21.27085,-88.45544,15042,20211025
16,21.27085,-88.45544,15052,20211026
17,21.27085,-88.45544,15157,20211031
18,21.27085,-88.45544,15098,20211102
19,21.27085,-88.45544,15049,20211105
20,21.27085,-88.45544,15157,20211110
21,21.27085,-88.45544,15165,20211111
22,21.27085,-88.45544,15049,20211116
23,21.27085,-88.45544,14891,20211119
24,21.27085,-88.45544,15119,20211125
25,21.27085,-88.45544,14994,20211126
26,21.27085,-88.45544,14994,20211127
27,21.27085,-88.45544,15074,20211204
28,21.27085,-88.45544,15080,20211205
29,21.27085,-88.45544,15142,20211207
30,21.27085,-88.45544,15019,20211208
31,21.27085,-88.45544,15165,20211209
32,21.27085,-88.45544,14953,20211212
33,21.27085,-88.45544,15092,20211215
34,21.27085,-88.45544,14959,20211223
35,21.27085,-88.45544,14989,20211224
36,21.27085,-88.45544,15154,20211225
37,21.27085,-88.45544,14915,20211228
38,21.27085,-88.45544,15140,20211229
39,21.27085,-88.45544,15011,20211230
40,21.27085,-88.45544,15277,20220101
41,21.27085,-88.45544,14991,20220108
42,21.27085,-88.45544,15048,20220115
43,21.27085,-88.45544,14890,20220118
44,21.27085,-88.45544,15057,20220119
45,21.27085,-88.45544,14993,20220124
46,21.27085,-88.45544,14928,20220128
47,21.27085,-88.45544,14947,20220131
48,21.27085,-88.45544,14918,20220201
49,21.27085,-88.45544,14978,20220202
50,21.27085,-88.45544,15096,20220204
51,21.27085,-88.45544,14855,20220213
52,21.27085,-88.45544,15048,20220218
53,21.27085,-88.45544,15122,20220220
54,21.27085,-88.45544,15141,20220222
55,21.27085,-88.45544,15002,20220224
56,21.27085,-88.45544,15143,20220225
57,21.27085,-88.45544,15038,20220227
58,21.27085,-88.45544,14986,20220301
59,21.27085,-88.45544,15075,20220303
60,21.27085,-88.45544,15023,20220304
61,21.27085,-88.45544,15113,20220306
62,21.27085,-88.45544,15062,20220308
63,21.27085,-88.45544,15347,20220310
64,21.27085,-88.45544,15304,20220311
65,21.27085,-88.45544,15035,20220314
66,21.27085,-88.45544,15202,20220315
67,21.27085,-88.45544,15118,20220317
68,21.27085,-88.45544,15029,20220318
69,21.27085,-88.45544,15134,20220319
70,21.27085,-88.45544,15094,20220320
71,21.27085,-88.45544,15367,20220322
72,21.27085,-88.45544,15215,20220323
73,21.27085,-88.45544,15267,20220324
74,21.27085,-88.45544,15249,20220326
75,21.27085,-88.45544,15291,20220327
76,21.27085,-88.45544,15340,20220328
77,21.27085,-88.45544,15385,20220329
78,21.27085,-88.45544,15515,20220331
79,21.27085,-88.45544,15585,20220402
80,21.27085,-88.45544,15419,20220403
81,21.27085,-88.45544,15519,20220404
82,21.27085,-88.45544,15502,20220405
83,21.27085,-88.45544,15380,20220406
84,21.27085,-88.45544,15514,20220407
85,21.27085,-88.45544,15438,20220409
86,21.27085,-88.45544,15621,20220411
87,21.27085,-88.45544,15320,20220413
88,21.27085,-88.45544,15664,20220416
89,21.27085,-88.45544,15554,20220418
90,21.27085,-88.45544,15547,20220420
91,21.27085,-88.45544,15457,20220423
92,21.27085,-88.45544,15523,20220430
93,21.27085,-88.45544,15430,20220502
94,21.27085,-88.45544,15463,20220504
95,21.27085,-88.45544,15342,20220506
96,21.27085,-88.45544,15609,20220508
97,21.27085,-88.45544,15423,20220509
98,21.27085,-88.45544,15250,20220510
99,21.27085,-88.45544,15425,20220513
100,21.27085,-88.45544,15584,20220514
101,21.27085,-88.45544,15593,20220515
102,21.27085,-88.45544,15668,20220516
103,21.27085,-88.45544,15453,20220517
104,21.27085,-88.45544,15384,20220605
105,21.27085,-88.45544,15126,20220611
106,21.27085,-88.45544,15261,20220612
107,21.27085,-88.45544,15241,20220614
108,21.27085,-88.45544,15126,20220619
109,21.27085,-88.45544,15142,20220626
110,21.27085,-88.45544,15084,20220628
111,21.27085,-88.45544,14915,20220701
112,21.27085,-88.45544,15193,20220707
113,21.27085,-88.45544,15144,20220709
114,21.27085,-88.45544,15023,20220710
115,21.27085,-88.45544,15242,20220716
116,21.27085,-88.45544,15059,20220717
117,21.27085,-88.45544,15194,20220721
118,21.27085,-88.45544,15131,20220725
119,21.27085,-88.45544,14993,20220727
120,21.27085,-88.45544,14642,20220729
121,21.27085,-88.45544,15069,20220730
122,21.27085,-88.45544,15179,20220801
123,21.27085,-88.45544,15133,20220803
124,21.27085,-88.45544,15105,20220806
125,21.27085,-88.45544,14951,20220809
126,21.27085,-88.45544,15091,20220810
127,21.27085,-88.45544,14975,20220815
128,21.27085,-88.45544,15213,20220817
129,21.27085,-88.45544,15029,20220820
130,21.27085,-88.45544,15118,20220822
131,21.27085,-88.45544,15112,20220824
132,21.27085,-88.45544,14969,20220829
133,21.27085,-88.45544,15068,20220902
134,21.27085,-88.45544,14990,20220903
135,21.27085,-88.45544,14957,20220905
136,21.27085,-88.45544,15060,20220907
137,21.27085,-88.45544,15272,20220912
138,21.27085,-88.45544,14706,20220916
139,21.27085,-88.45544,15142,20220918
140,21.27085,-88.45544,14902,20220919
141,21.27085,-88.45544,15031,20220923
142,21.27085,-88.45544,14909,20220928
143,21.27085,-88.45544,15000,20221001
144,21.27085,-88.45544,15156,20221002
145,21.27085,-88.45544,15117,20221004
146,21.27085,-88.45544,15081,20221005
147,21.27085,-88.45544,15142,20221006
148,21.27085,-88.45544,15154,20221007
149,21.27085,-88.45544,15058,20221028
150,21.27085,-88.45544,15087,20221030
151,21.27085,-88.45544,15075,20221101
152,21.27085,-88.45544,15028,20221104
153,21.27085,-88.45544,15073,20221106
154,21.27085,-88.45544,15051,20221108
155,21.27085,-88.45544,14936,20221109
156,21.27085,-88.45544,14892,20221110
157,21.27085,-88.45544,15042,20221111
158,21.27085,-88.45544,15016,20221113
159,21.27085,-88.45544,15050,20221114
160,21.27085,-88.45544,14813,20221119
161,21.27085,-88.45544,14914,20221120
162,21.27085,-88.45544,14842,20221121
163,21.27085,-88.45544,14977,20221126
164,21.27085,-88.45544,14907,20221129
165,21.27085,-88.45544,14976,20221130
166,21.27085,-88.45544,14989,20221202
167,21.27085,-88.45544,14986,20221203
168,21.27085,-88.45544,14970,20221205
169,21.27085,-88.45544,14989,20221206
170,21.27085,-88.45544,15046,20221207
171,21.27085,-88.45544,14893,20221208
172,21.27085,-88.45544,14996,20221209
173,21.27085,-88.45544,14954,20221210
174,21.27085,-88.45544,14961,20221211
175,21.27085,-88.45544,15011,20221212
176,21.27085,-88.45544,15108,20221214
177,21.27085,-88.45544,15071,20221216
178,21.27085,-88.45544,14932,20221219
179,21.27085,-88.45544,14809,20221220
180,21.27085,-88.45544,15052,20221221
181,21.27085,-88.45544,15009,20221222
182,21.27085,-88.45544,14660,20221227
183,21.27085,-88.45544,14906,20221228
