,Latitud,Longitud,LST_Day_1km,date
0,21.44117,-88.11691,15125,20210920
1,21.44117,-88.11691,15064,20210927
2,21.44117,-88.11691,15214,20210929
3,21.44117,-88.11691,15141,20211001
4,21.44117,-88.11691,15083,20211002
5,21.44117,-88.11691,14894,20211008
6,21.44117,-88.11691,15100,20211011
7,21.44117,-88.11691,15141,20211013
8,21.44117,-88.11691,15121,20211014
9,21.44117,-88.11691,15186,20211015
10,21.44117,-88.11691,15040,20211029
11,21.44117,-88.11691,15194,20211102
12,21.44117,-88.11691,15050,20211103
13,21.44117,-88.11691,15086,20211110
14,21.44117,-88.11691,15252,20211111
15,21.44117,-88.11691,14993,20211115
16,21.44117,-88.11691,15172,20211116
17,21.44117,-88.11691,14947,20211121
18,21.44117,-88.11691,14724,20211123
19,21.44117,-88.11691,15154,20211125
20,21.44117,-88.11691,15107,20211127
21,21.44117,-88.11691,15051,20211204
22,21.44117,-88.11691,15095,20211205
23,21.44117,-88.11691,15125,20211206
24,21.44117,-88.11691,15027,20211207
25,21.44117,-88.11691,15116,20211208
26,21.44117,-88.11691,15267,20211209
27,21.44117,-88.11691,15208,20211211
28,21.44117,-88.11691,15093,20211214
29,21.44117,-88.11691,15074,20211215
30,21.44117,-88.11691,15128,20211218
31,21.44117,-88.11691,14771,20211222
32,21.44117,-88.11691,15012,20211224
33,21.44117,-88.11691,15146,20211225
34,21.44117,-88.11691,15083,20211227
35,21.44117,-88.11691,15170,20211229
36,21.44117,-88.11691,15288,20220101
37,21.44117,-88.11691,15057,20220107
38,21.44117,-88.11691,14830,20220108
39,21.44117,-88.11691,15168,20220115
40,21.44117,-88.11691,14918,20220118
41,21.44117,-88.11691,15088,20220119
42,21.44117,-88.11691,15046,20220121
43,21.44117,-88.11691,15012,20220124
44,21.44117,-88.11691,14997,20220128
45,21.44117,-88.11691,14972,20220131
46,21.44117,-88.11691,14937,20220201
47,21.44117,-88.11691,15153,20220204
48,21.44117,-88.11691,14907,20220211
49,21.44117,-88.11691,14906,20220213
50,21.44117,-88.11691,15049,20220220
51,21.44117,-88.11691,15230,20220222
52,21.44117,-88.11691,14981,20220224
53,21.44117,-88.11691,15169,20220225
54,21.44117,-88.11691,15124,20220227
55,21.44117,-88.11691,15216,20220301
56,21.44117,-88.11691,14809,20220302
57,21.44117,-88.11691,15308,20220308
58,21.44117,-88.11691,15524,20220310
59,21.44117,-88.11691,15449,20220311
60,21.44117,-88.11691,15567,20220315
61,21.44117,-88.11691,15193,20220317
62,21.44117,-88.11691,15575,20220319
63,21.44117,-88.11691,15419,20220320
64,21.44117,-88.11691,15372,20220321
65,21.44117,-88.11691,15328,20220322
66,21.44117,-88.11691,15372,20220323
67,21.44117,-88.11691,15350,20220326
68,21.44117,-88.11691,15571,20220328
69,21.44117,-88.11691,15490,20220329
70,21.44117,-88.11691,15649,20220331
71,21.44117,-88.11691,15780,20220402
72,21.44117,-88.11691,15529,20220403
73,21.44117,-88.11691,15722,20220404
74,21.44117,-88.11691,15435,20220405
75,21.44117,-88.11691,15605,20220406
76,21.44117,-88.11691,15756,20220407
77,21.44117,-88.11691,15586,20220409
78,21.44117,-88.11691,15858,20220411
79,21.44117,-88.11691,15910,20220416
80,21.44117,-88.11691,15481,20220417
81,21.44117,-88.11691,15679,20220418
82,21.44117,-88.11691,15498,20220420
83,21.44117,-88.11691,15576,20220422
84,21.44117,-88.11691,15519,20220423
85,21.44117,-88.11691,15668,20220425
86,21.44117,-88.11691,15509,20220429
87,21.44117,-88.11691,15557,20220430
88,21.44117,-88.11691,15204,20220502
89,21.44117,-88.11691,15787,20220504
90,21.44117,-88.11691,15677,20220506
91,21.44117,-88.11691,15763,20220508
92,21.44117,-88.11691,15591,20220509
93,21.44117,-88.11691,15645,20220511
94,21.44117,-88.11691,15617,20220513
95,21.44117,-88.11691,15784,20220514
96,21.44117,-88.11691,15778,20220515
