,Latitud,Longitud,LST_Day_1km,date
0,21.25153,-87.96206,15132,20210920
1,21.25153,-87.96206,15094,20210927
2,21.25153,-87.96206,15288,20210929
3,21.25153,-87.96206,14919,20211001
4,21.25153,-87.96206,14950,20211004
5,21.25153,-87.96206,15149,20211006
6,21.25153,-87.96206,14947,20211009
7,21.25153,-87.96206,15132,20211012
8,21.25153,-87.96206,15175,20211013
9,21.25153,-87.96206,15106,20211014
10,21.25153,-87.96206,15067,20211024
11,21.25153,-87.96206,15053,20211026
12,21.25153,-87.96206,15012,20211029
13,21.25153,-87.96206,15021,20211030
14,21.25153,-87.96206,15167,20211102
15,21.25153,-87.96206,14779,20211105
16,21.25153,-87.96206,14792,20211107
17,21.25153,-87.96206,14920,20211109
18,21.25153,-87.96206,14950,20211110
19,21.25153,-87.96206,15150,20211111
20,21.25153,-87.96206,15023,20211113
21,21.25153,-87.96206,14984,20211121
22,21.25153,-87.96206,14845,20211123
23,21.25153,-87.96206,14915,20211124
24,21.25153,-87.96206,15043,20211125
25,21.25153,-87.96206,14989,20211126
26,21.25153,-87.96206,15024,20211127
27,21.25153,-87.96206,14837,20211128
28,21.25153,-87.96206,15037,20211204
29,21.25153,-87.96206,15015,20211205
30,21.25153,-87.96206,15115,20211209
31,21.25153,-87.96206,15096,20211211
32,21.25153,-87.96206,14960,20211212
33,21.25153,-87.96206,15011,20211213
34,21.25153,-87.96206,14974,20211214
35,21.25153,-87.96206,14978,20211215
36,21.25153,-87.96206,14988,20211220
37,21.25153,-87.96206,14853,20211222
38,21.25153,-87.96206,14900,20211223
39,21.25153,-87.96206,14915,20211224
40,21.25153,-87.96206,15011,20211225
41,21.25153,-87.96206,15027,20211227
42,21.25153,-87.96206,14939,20211230
43,21.25153,-87.96206,15122,20220101
44,21.25153,-87.96206,14820,20220106
45,21.25153,-87.96206,14991,20220107
46,21.25153,-87.96206,14664,20220112
47,21.25153,-87.96206,15015,20220115
48,21.25153,-87.96206,14872,20220118
49,21.25153,-87.96206,15006,20220119
50,21.25153,-87.96206,14968,20220124
51,21.25153,-87.96206,14792,20220131
52,21.25153,-87.96206,14872,20220201
53,21.25153,-87.96206,15068,20220204
54,21.25153,-87.96206,15003,20220206
55,21.25153,-87.96206,14988,20220218
56,21.25153,-87.96206,15122,20220220
57,21.25153,-87.96206,15105,20220222
58,21.25153,-87.96206,15121,20220224
59,21.25153,-87.96206,15120,20220227
60,21.25153,-87.96206,15121,20220301
61,21.25153,-87.96206,15141,20220303
62,21.25153,-87.96206,15223,20220308
63,21.25153,-87.96206,15355,20220310
64,21.25153,-87.96206,15296,20220311
65,21.25153,-87.96206,15264,20220315
66,21.25153,-87.96206,15176,20220317
67,21.25153,-87.96206,15322,20220319
68,21.25153,-87.96206,15037,20220320
69,21.25153,-87.96206,15244,20220321
70,21.25153,-87.96206,15313,20220322
71,21.25153,-87.96206,15204,20220326
72,21.25153,-87.96206,15157,20220327
73,21.25153,-87.96206,15345,20220328
74,21.25153,-87.96206,15358,20220331
75,21.25153,-87.96206,15462,20220402
76,21.25153,-87.96206,15372,20220403
77,21.25153,-87.96206,15498,20220404
78,21.25153,-87.96206,15301,20220405
79,21.25153,-87.96206,15417,20220406
80,21.25153,-87.96206,15484,20220407
81,21.25153,-87.96206,15263,20220409
82,21.25153,-87.96206,15451,20220411
83,21.25153,-87.96206,15541,20220416
84,21.25153,-87.96206,15381,20220418
85,21.25153,-87.96206,15162,20220420
86,21.25153,-87.96206,15373,20220423
87,21.25153,-87.96206,15423,20220425
88,21.25153,-87.96206,15139,20220430
89,21.25153,-87.96206,15189,20220502
90,21.25153,-87.96206,15373,20220504
91,21.25153,-87.96206,15321,20220506
92,21.25153,-87.96206,15268,20220508
93,21.25153,-87.96206,15428,20220509
94,21.25153,-87.96206,15171,20220511
95,21.25153,-87.96206,15337,20220513
96,21.25153,-87.96206,15465,20220514
97,21.25153,-87.96206,15485,20220515
98,21.25153,-87.96206,15296,20220516
99,21.25153,-87.96206,15316,20220517
100,21.25153,-87.96206,15385,20220520
101,21.25153,-87.96206,15181,20220529
102,21.25153,-87.96206,15225,20220611
103,21.25153,-87.96206,15441,20220612
104,21.25153,-87.96206,15281,20220614
105,21.25153,-87.96206,15073,20220622
106,21.25153,-87.96206,15153,20220626
107,21.25153,-87.96206,15486,20220628
108,21.25153,-87.96206,15045,20220708
109,21.25153,-87.96206,15167,20220710
110,21.25153,-87.96206,15170,20220714
111,21.25153,-87.96206,15439,20220716
112,21.25153,-87.96206,15259,20220719
113,21.25153,-87.96206,15286,20220801
114,21.25153,-87.96206,15221,20220803
115,21.25153,-87.96206,15103,20220804
116,21.25153,-87.96206,15197,20220806
117,21.25153,-87.96206,15043,20220808
118,21.25153,-87.96206,15074,20220809
119,21.25153,-87.96206,15096,20220815
120,21.25153,-87.96206,15271,20220817
121,21.25153,-87.96206,15188,20220819
122,21.25153,-87.96206,15261,20220822
123,21.25153,-87.96206,15062,20220827
124,21.25153,-87.96206,15103,20220829
125,21.25153,-87.96206,15094,20220905
126,21.25153,-87.96206,15106,20220907
127,21.25153,-87.96206,15229,20220913
128,21.25153,-87.96206,15164,20220914
129,21.25153,-87.96206,15062,20220918
130,21.25153,-87.96206,15174,20220923
131,21.25153,-87.96206,15013,20220928
132,21.25153,-87.96206,15028,20220930
133,21.25153,-87.96206,15223,20221002
134,21.25153,-87.96206,15158,20221004
135,21.25153,-87.96206,15100,20221005
136,21.25153,-87.96206,15169,20221006
137,21.25153,-87.96206,15069,20221007
138,21.25153,-87.96206,14979,20221025
139,21.25153,-87.96206,14911,20221026
140,21.25153,-87.96206,15035,20221028
141,21.25153,-87.96206,15108,20221030
142,21.25153,-87.96206,14991,20221104
143,21.25153,-87.96206,15038,20221105
144,21.25153,-87.96206,15139,20221106
145,21.25153,-87.96206,15037,20221108
146,21.25153,-87.96206,15107,20221111
147,21.25153,-87.96206,14877,20221113
148,21.25153,-87.96206,15024,20221114
149,21.25153,-87.96206,14992,20221123
150,21.25153,-87.96206,14969,20221126
151,21.25153,-87.96206,14942,20221127
152,21.25153,-87.96206,15049,20221205
153,21.25153,-87.96206,14996,20221207
154,21.25153,-87.96206,15019,20221209
155,21.25153,-87.96206,14991,20221212
156,21.25153,-87.96206,15031,20221214
157,21.25153,-87.96206,14933,20221215
158,21.25153,-87.96206,15066,20221216
159,21.25153,-87.96206,14998,20221221
160,21.25153,-87.96206,14972,20221222
161,21.25153,-87.96206,14743,20221227
