,Latitud,Longitud,LST_Day_1km,date
0,21.02701,-88.98827,15188,20210920
1,21.02701,-88.98827,15065,20210924
2,21.02701,-88.98827,15057,20210925
3,21.02701,-88.98827,15078,20210927
4,21.02701,-88.98827,15165,20210929
5,21.02701,-88.98827,15028,20211001
6,21.02701,-88.98827,15002,20211004
7,21.02701,-88.98827,14871,20211009
8,21.02701,-88.98827,15120,20211010
9,21.02701,-88.98827,15026,20211011
10,21.02701,-88.98827,15178,20211013
11,21.02701,-88.98827,14988,20211014
12,21.02701,-88.98827,15085,20211015
13,21.02701,-88.98827,14802,20211016
14,21.02701,-88.98827,14997,20211017
15,21.02701,-88.98827,15042,20211018
16,21.02701,-88.98827,15067,20211020
17,21.02701,-88.98827,14963,20211025
18,21.02701,-88.98827,15027,20211028
19,21.02701,-88.98827,14869,20211029
20,21.02701,-88.98827,15012,20211030
21,21.02701,-88.98827,15140,20211031
22,21.02701,-88.98827,15031,20211101
23,21.02701,-88.98827,15163,20211102
24,21.02701,-88.98827,15024,20211103
25,21.02701,-88.98827,15121,20211110
26,21.02701,-88.98827,15156,20211111
27,21.02701,-88.98827,15162,20211116
28,21.02701,-88.98827,14752,20211119
29,21.02701,-88.98827,15112,20211125
30,21.02701,-88.98827,14948,20211126
31,21.02701,-88.98827,15111,20211127
32,21.02701,-88.98827,15000,20211201
33,21.02701,-88.98827,15101,20211204
34,21.02701,-88.98827,15152,20211205
35,21.02701,-88.98827,15157,20211207
36,21.02701,-88.98827,14996,20211208
37,21.02701,-88.98827,15040,20211209
38,21.02701,-88.98827,14933,20211211
39,21.02701,-88.98827,15043,20211212
40,21.02701,-88.98827,15044,20211215
41,21.02701,-88.98827,15221,20211218
42,21.02701,-88.98827,15027,20211220
43,21.02701,-88.98827,14991,20211222
44,21.02701,-88.98827,14966,20211223
45,21.02701,-88.98827,14963,20211224
46,21.02701,-88.98827,15118,20211225
47,21.02701,-88.98827,14974,20211228
48,21.02701,-88.98827,15241,20220101
49,21.02701,-88.98827,15046,20220107
50,21.02701,-88.98827,14797,20220112
51,21.02701,-88.98827,14943,20220114
52,21.02701,-88.98827,15041,20220115
