Latitud,Longitud
21.00238,-87.85555
21.00248,-89.19663
21.00262,-88.90676
21.00336,-89.36847
21.00402,-88.91602
21.00405,-87.77945
21.00459,-87.7988
21.00561,-88.90273
21.00562,-89.48255
21.00595,-88.92857
21.00596,-88.35681
21.006,-87.81776
21.00652,-87.85449
21.00657,-88.94712
21.00659,-88.92293
21.00692,-87.74852
21.00703,-88.97329
21.00708,-87.7728
21.00738,-89.41408
21.00739,-88.90887
21.00809,-88.93629
21.00856,-87.76374
21.00907,-87.75824
21.0092,-87.82623
21.00939,-88.38174
21.00973,-87.74619
21.01025,-89.24146
21.01064,-89.02708
21.01136,-89.23491
21.01233,-88.93442
21.0128,-88.86781
21.01303,-89.0191
21.01344,-89.68702
21.01466,-87.85058
21.0147,-88.95815
21.01493,-88.937
21.01514,-88.96654
21.01524,-87.8493
21.01716,-88.86655
21.01748,-88.95212
21.0176,-88.87858
21.01806,-87.82948
21.0182,-88.92836
21.01871,-89.4241
21.01878,-88.93224
21.01951,-88.93628
21.0213,-88.91731
21.02194,-87.85582
21.02281,-88.98046
21.02349,-87.84134
21.0245,-87.83938
21.0247,-87.76656
21.02488,-88.92147
21.02504,-88.97588
21.02511,-89.24947
21.02611,-88.91316
21.02701,-88.98827
21.02856,-88.87314
21.02867,-88.87959
21.02971,-89.70439
21.03027,-88.97283
21.03063,-87.76583
21.03096,-88.87291
21.03207,-87.77644
21.03404,-88.85569
21.0341,-88.92433
21.03493,-89.4232
21.035,-88.8726
21.03525,-89.04057
21.03574,-89.70895
21.03671,-87.78539
21.03693,-88.86063
21.0373,-88.92887
21.03738,-88.85423
21.03798,-89.07655
21.03816,-89.42318
21.03827,-89.02519
21.03876,-89.42428
21.03892,-88.85564
21.03916,-88.97209
21.0393,-88.30358
21.04032,-88.89219
21.04149,-87.77106
21.04176,-88.87073
21.04327,-88.86164
21.0437,-89.40812
21.04502,-88.92108
21.04564,-89.47717
21.04584,-88.9221
21.04669,-88.92663
21.04679,-88.86894
21.0472,-88.89121
21.04728,-88.87634
21.04731,-88.31648
21.04752,-89.05132
21.04781,-87.78979
21.04818,-88.72214
21.04843,-87.83964
21.04881,-88.88594
21.04899,-88.88128
21.05021,-89.06317
21.05041,-88.91525
21.05082,-88.90347
21.05143,-87.82052
21.05271,-88.90707
21.05275,-87.79164
21.053,-87.78246
21.05314,-89.41969
21.05318,-89.41962
21.0532,-87.7778
21.05435,-89.02425
21.05462,-88.89337
21.05471,-89.46334
21.05507,-88.9089
21.05623,-87.82796
21.05643,-87.77732
21.05749,-89.01096
21.05754,-88.9532
21.0582,-89.23454
21.05844,-88.93403
21.05882,-89.01523
21.05899,-89.43666
21.05906,-87.85221
21.0592,-88.89396
21.05963,-87.82867
21.0599,-87.82273
21.06017,-89.4912
21.06052,-88.72463
21.06055,-89.43527
21.06066,-88.90992
21.06068,-88.29396
21.06071,-88.93038
21.06078,-89.01106
21.06195,-88.94732
21.06207,-89.23938
21.06319,-88.95451
21.0634,-88.9403
21.0635,-89.49801
21.06369,-89.45263
21.06396,-88.88813
21.06415,-89.50664
21.0652,-88.99033
21.06525,-89.40331
21.06604,-89.46323
21.0667,-89.43999
21.06692,-88.49496
21.06735,-88.94363
21.06797,-89.4333
21.06886,-89.43307
21.06896,-87.78602
21.06977,-88.98947
21.07041,-88.29092
21.0705,-88.89399
21.07087,-89.45739
21.07101,-87.85352
21.07103,-89.20813
21.07128,-89.41496
21.07248,-89.12294
21.07282,-89.72394
21.07366,-88.71992
21.07404,-88.49001
21.07473,-89.4157
21.07599,-89.44065
21.0772,-88.88028
21.07749,-88.82257
21.07776,-89.11201
21.07809,-88.89017
21.07916,-88.81145
21.07919,-87.79231
21.07928,-89.26439
21.07931,-88.88918
21.07994,-88.4855
21.08047,-88.88689
21.08087,-89.50877
21.08102,-88.8053
21.08129,-88.84982
21.08129,-88.81843
21.08145,-88.8184
21.08163,-88.93085
21.08219,-88.83533
21.08233,-87.84324
21.08254,-88.88545
21.08288,-87.7828
21.08313,-88.48404
21.08386,-88.14399
21.08389,-89.15854
21.08416,-88.29984
21.08422,-88.47603
21.08425,-88.88982
21.08426,-88.85523
21.08433,-87.80231
21.08509,-89.13853
21.08566,-87.7931
21.08579,-88.71748
21.08616,-88.67123
21.08628,-88.93079
21.0867,-89.14709
21.08673,-89.16128
21.08688,-88.31149
21.08688,-87.85461
21.08699,-87.8217
21.087,-88.84356
21.08705,-88.69664
21.08733,-89.12289
21.08768,-87.81497
21.08789,-89.46431
21.08843,-88.86496
21.08957,-89.45624
21.09009,-88.30379
21.09121,-88.48148
21.09155,-88.89055
21.09192,-88.67172
21.09201,-89.18182
21.09206,-88.88982
21.09255,-89.14182
21.09369,-88.2816
21.09369,-87.85241
21.09431,-88.81892
21.09465,-89.51373
21.09582,-89.20035
21.09695,-89.21964
21.09749,-88.26948
21.09793,-88.56761
21.09858,-87.8602
21.09913,-88.5265
21.09927,-89.22738
21.0994,-88.83878
21.10019,-88.47967
21.10049,-88.53458
21.10197,-89.50231
21.10227,-88.48875
21.10344,-88.51072
21.10361,-88.66192
21.1041,-88.68211
21.10423,-88.6934
21.10441,-88.55838
21.10543,-88.50959
21.10565,-88.86635
21.10604,-89.71864
21.10606,-88.47779
21.10641,-87.8569
21.10704,-89.74286
21.10715,-88.59294
21.10774,-88.78566
21.10802,-88.87449
21.10828,-89.67484
21.10843,-88.84847
21.10933,-88.51757
21.10957,-88.51014
21.10963,-88.60814
21.11047,-88.71073
21.11085,-88.51634
21.11097,-88.52698
21.11122,-89.19675
21.1116,-89.71186
21.11178,-88.57784
21.11203,-88.022
21.11209,-88.82883
21.11245,-87.85999
21.11256,-88.89722
21.11298,-88.87659
21.11362,-89.19614
21.11363,-88.70181
21.11377,-89.51887
21.11383,-88.48432
21.11449,-88.58917
21.11467,-89.4429
21.11526,-88.64618
21.11528,-88.53566
21.1154,-89.15385
21.11577,-89.45745
21.11595,-88.25491
21.1167,-88.55402
21.11671,-89.51311
21.11671,-89.50192
21.11686,-88.54254
21.1169,-87.99477
21.11711,-88.58216
21.11716,-88.48607
21.11734,-88.50163
21.11791,-89.51223
21.11815,-88.89547
21.11856,-89.4963
21.11949,-88.05003
21.11965,-88.46906
21.11997,-88.89939
21.12002,-88.64652
21.12094,-88.9029
21.12129,-89.44667
21.12137,-88.54541
21.12153,-88.49643
21.12233,-89.12525
21.12299,-89.49265
21.12358,-89.26037
21.12386,-88.70248
21.12405,-88.64901
21.12407,-88.59302
21.12442,-89.64367
21.12456,-89.48798
21.12507,-88.42126
21.12511,-88.55393
21.12574,-88.67902
21.12583,-88.47708
21.12585,-89.27776
21.12586,-89.27775
21.12625,-88.44604
21.12664,-88.0582
21.12729,-88.75509
21.12761,-88.69349
21.12787,-88.50377
21.12809,-89.4926
21.12809,-88.48318
21.12812,-88.66579
21.12816,-88.8474
21.12832,-88.7888
21.12863,-89.43433
21.12867,-89.50103
21.12978,-88.48834
21.1299,-89.50571
21.13019,-88.78713
21.13039,-88.66115
21.13051,-88.65113
21.131,-88.43568
21.13107,-89.44423
21.13107,-88.45141
21.13123,-88.56656
21.13131,-89.44588
21.13262,-88.94615
21.13377,-89.45341
21.13382,-88.52151
21.13402,-88.84991
21.13437,-88.63856
21.13454,-88.47611
21.13488,-88.64676
21.13542,-88.28799
21.13601,-88.4929
21.13632,-88.88531
21.13656,-88.42007
21.13678,-88.89565
21.13702,-88.43073
21.13761,-88.82186
21.13806,-88.75512
21.13815,-89.26333
21.13937,-88.43739
21.13965,-88.28293
21.14005,-88.87616
21.14014,-88.70652
21.14027,-87.70865
21.14034,-88.60366
21.14089,-88.63562
21.14107,-88.00033
21.14123,-88.57539
21.14125,-89.14841
21.14199,-88.71954
21.14258,-88.9249
21.14259,-88.88364
21.14292,-88.48002
21.14354,-88.91573
21.14377,-88.06835
21.14396,-89.59195
21.14397,-88.75002
21.14401,-88.52599
21.14421,-88.70593
21.14434,-89.4584
21.14439,-89.1095
21.14446,-89.44236
21.14458,-89.2582
21.14468,-88.56591
21.14469,-89.4426
21.14488,-88.80189
21.14501,-88.44818
21.14542,-88.92551
21.14563,-89.42388
21.14599,-88.80927
21.14622,-88.29963
21.14631,-88.70704
21.14667,-88.28553
21.14775,-89.27636
21.14791,-88.88712
21.14985,-88.57751
21.14986,-88.60269
21.14989,-89.24844
21.14992,-88.58689
21.15005,-88.63197
21.15017,-88.47375
21.1503,-87.80957
21.15032,-88.91972
21.15041,-89.24203
21.15059,-88.64873
21.15065,-89.25548
21.15109,-88.9234
21.15146,-89.23945
21.15166,-88.50253
21.15197,-87.89672
21.15224,-88.27764
21.15264,-88.68016
21.15287,-88.67216
21.15366,-88.2982
21.15368,-89.41983
21.15384,-89.25343
21.15429,-89.02103
21.15429,-88.49572
21.15429,-88.37966
21.15434,-88.95966
21.15436,-88.52878
21.15455,-88.47704
21.15459,-88.75314
21.15479,-88.6983
21.1548,-87.90872
21.1551,-88.68078
21.15511,-88.36217
21.15511,-87.81075
21.15612,-88.90429
21.15626,-89.24965
21.1563,-89.41354
21.15647,-88.59946
21.1565,-89.42348
21.15698,-88.89851
21.15746,-88.60822
21.15755,-88.97451
21.158,-88.85436
21.15804,-88.57308
21.15812,-89.50899
21.15841,-88.74049
21.1585,-89.42645
21.15879,-88.78205
21.15892,-89.07564
21.15898,-88.73084
21.15921,-88.00941
21.15937,-88.90591
21.15985,-88.75746
21.16028,-88.92412
21.16056,-88.90073
21.16087,-88.41651
21.16094,-88.65026
21.16128,-88.68433
21.16142,-88.62758
21.162,-88.48935
21.16217,-88.68012
21.1629,-88.5057
21.16306,-87.94125
21.16364,-88.67254
21.16441,-89.40176
21.16454,-88.53082
21.16458,-88.75472
21.16467,-88.93527
21.16481,-88.76092
21.16483,-88.42775
21.16543,-88.73648
21.16556,-87.90909
21.16582,-88.82012
21.16601,-89.52856
21.16608,-88.99486
21.16619,-88.8643
21.1667,-89.52053
21.16689,-88.30963
21.16711,-89.52012
21.16731,-88.39257
21.16738,-88.44061
21.16765,-88.70479
21.1678,-89.30543
21.16859,-87.88441
21.16886,-88.89531
21.16937,-88.48296
21.16957,-88.83551
21.16963,-87.91501
21.16976,-89.42452
21.16978,-88.63805
21.16987,-89.45885
21.17024,-88.50256
21.17028,-88.40093
21.17052,-87.93861
21.17075,-88.74288
21.17085,-89.45886
21.17104,-88.71269
21.17189,-88.60999
21.17191,-89.24456
21.17211,-88.88566
21.17222,-88.71667
21.17283,-87.80611
21.1729,-88.4815
21.17322,-89.41898
21.1733,-89.28026
21.17331,-89.29495
21.17339,-88.4442
21.17391,-88.80207
21.17392,-88.74931
21.17428,-87.92976
21.17434,-88.62045
21.17446,-88.49969
21.17456,-87.82084
21.17477,-88.87256
21.17511,-88.60561
21.17525,-89.23849
21.1753,-87.81298
21.17541,-88.98752
21.17552,-88.71512
21.17594,-88.62615
21.17595,-88.59373
21.17598,-88.56773
21.17614,-87.88596
21.1763,-88.75813
21.17649,-88.67805
21.17748,-88.48334
21.17757,-89.27045
21.17796,-88.87636
21.17816,-88.83185
21.17843,-88.53745
21.17875,-88.63811
21.17911,-89.41536
21.17944,-89.45158
21.17996,-88.85989
21.18049,-88.67189
21.1805,-87.93739
21.18099,-88.59301
21.18106,-88.49427
21.18117,-88.54527
21.18123,-88.44514
21.18132,-88.50133
21.18225,-88.70959
21.18252,-88.46118
21.18274,-88.61477
21.18362,-88.58359
21.18366,-88.81999
21.18384,-88.56935
21.18395,-88.16724
21.18432,-87.81425
21.18445,-89.45029
21.18447,-88.83648
21.18459,-88.77687
21.18465,-87.88965
21.18468,-88.53185
21.18531,-88.9344
21.18557,-89.42356
21.1859,-88.51488
21.18661,-88.55566
21.18687,-89.28363
21.18725,-88.95245
21.18739,-87.89306
21.18741,-88.63158
21.18745,-88.63158
21.18752,-88.56009
21.18876,-88.64133
21.18888,-88.65059
21.18889,-88.67549
21.18941,-88.68106
21.18954,-88.69227
21.18984,-88.42914
21.19044,-88.33403
21.19055,-88.59224
21.19057,-88.57101
21.19133,-88.84025
21.19136,-88.58538
21.19144,-88.06998
21.19197,-88.67008
21.19245,-89.12257
21.19265,-87.81563
21.19312,-88.68653
21.1933,-88.68258
21.19386,-88.84229
21.19391,-88.72993
21.19415,-88.31318
21.19501,-88.70779
21.19537,-88.59792
21.19564,-88.72095
21.19606,-88.06998
21.19693,-88.72873
21.19704,-88.78046
21.19736,-88.67411
21.19737,-88.81489
21.19838,-88.74696
21.19853,-88.2131
21.19922,-87.92537
21.19947,-88.76226
21.19995,-87.7448
21.20009,-89.54852
21.20049,-88.41807
21.2005,-88.84037
21.20051,-89.11068
21.20059,-87.81699
21.20064,-88.05284
21.20157,-88.33602
21.20231,-88.72105
21.20267,-88.9369
21.20289,-88.54828
21.20327,-88.56371
21.20343,-88.5078
21.20504,-87.94417
21.20515,-89.21689
21.20574,-88.56453
21.20587,-88.19044
21.20597,-88.43551
21.20643,-87.78773
21.20739,-88.34357
21.20753,-88.42723
21.20777,-88.58567
21.20794,-88.67424
21.20817,-88.49519
21.20894,-88.56133
21.20896,-88.54025
21.20898,-88.56978
21.21014,-88.6486
21.21079,-88.52484
21.21154,-87.7863
21.21179,-87.93079
21.21206,-88.80454
21.21279,-88.48016
21.2128,-88.45715
21.21316,-88.55909
21.21317,-88.05145
21.21353,-88.59034
21.21355,-88.54774
21.21367,-88.70465
21.21369,-88.93727
21.21382,-88.72839
21.21429,-89.17451
21.21432,-88.8179
21.2144,-88.41359
21.21441,-88.0405
21.21477,-88.42796
21.21512,-89.23328
21.21515,-88.35801
21.21523,-88.43696
21.21544,-88.58617
21.21551,-88.70278
21.21578,-88.03152
21.2159,-87.71088
21.21595,-87.82628
21.21599,-88.01861
21.21623,-88.43466
21.21667,-88.52366
21.21709,-88.508
21.21711,-88.69763
21.21717,-88.54059
21.21733,-88.72502
21.21745,-88.80914
21.21808,-88.05719
21.21832,-88.42791
21.21857,-87.94135
21.21884,-88.05175
21.21901,-87.71889
21.21982,-88.56273
21.22,-87.80843
21.22004,-88.37388
21.22006,-88.55216
21.22007,-88.41248
21.22009,-88.28338
21.22019,-88.68753
21.22025,-89.2123
21.22057,-88.29082
21.22064,-88.7283
21.22086,-87.92526
21.22092,-88.54823
21.22134,-88.67345
21.22136,-88.55964
21.22151,-88.30243
21.22154,-89.1153
21.22164,-87.71723
21.22192,-88.80604
21.22204,-87.7868
21.22227,-88.33331
21.22272,-88.66884
21.22291,-88.91558
21.22336,-88.31147
21.22378,-87.82472
21.22471,-88.3617
21.2255,-88.37326
21.22552,-88.32257
21.22558,-88.54145
21.22572,-88.69158
21.22621,-88.82934
21.22624,-88.6658
21.2266,-88.67386
21.22686,-87.85899
21.22689,-88.40501
21.22697,-89.53391
21.22697,-89.14626
21.22697,-88.94093
21.22706,-88.89651
21.22713,-87.73794
21.22729,-89.17799
21.22741,-88.452
21.22758,-88.37654
21.22803,-88.38441
21.22804,-88.68664
21.22807,-88.68219
21.22877,-88.75811
21.22903,-88.90244
21.22927,-88.67825
21.22938,-87.92262
21.22944,-89.56816
21.22973,-88.7404
21.22975,-87.91684
21.22988,-88.39836
21.23,-88.43477
21.23007,-88.33645
21.23031,-87.78408
21.23055,-88.35637
21.23074,-88.06631
21.23085,-88.90943
21.23126,-89.10657
21.23153,-88.46959
21.23196,-88.69422
21.23207,-89.1946
21.23251,-88.73559
21.23288,-88.7758
21.23296,-88.6473
21.23339,-88.5004
21.23343,-89.21229
21.23355,-88.54755
21.23367,-88.8182
21.23412,-87.82776
21.23431,-89.18405
21.23456,-88.37645
21.23485,-88.95766
21.23511,-88.72081
21.23551,-88.73859
21.23595,-88.57613
21.23617,-88.3674
21.23627,-88.68325
21.23655,-88.42637
21.2366,-88.45602
21.23671,-88.6391
21.23687,-87.8589
21.23724,-88.83162
21.23755,-88.54395
21.23757,-88.72024
21.238,-88.20524
21.23821,-88.43737
21.23821,-87.89346
21.23829,-88.41866
21.23861,-88.78667
21.23864,-88.70632
21.2387,-88.62579
21.23894,-88.80888
21.23898,-88.3951
21.23916,-88.77383
21.23916,-88.28283
21.23929,-88.65491
21.23969,-89.14275
21.23969,-88.26969
21.2399,-88.7108
21.24005,-88.65137
21.2405,-88.33623
21.24064,-88.53456
21.24077,-88.08837
21.24077,-87.93038
21.2409,-88.53191
21.24108,-87.9063
21.24121,-89.53138
21.24155,-87.94408
21.24179,-87.89156
21.24184,-88.06886
21.24194,-88.60876
21.24208,-88.21252
21.24236,-88.73246
21.24248,-87.9504
21.24271,-88.53496
21.24296,-88.83288
21.24303,-88.92251
21.2433,-87.84506
21.24333,-88.95405
21.24344,-88.79685
21.24349,-88.98909
21.24359,-88.07252
21.24367,-88.8142
21.24391,-88.00413
21.24463,-88.413
21.24483,-87.80039
21.24521,-87.78815
21.24527,-88.70098
21.24532,-89.16646
21.24578,-88.47224
21.24582,-88.69479
21.24598,-88.3754
21.24604,-87.89832
21.24635,-88.97142
21.2466,-88.72688
21.24685,-89.20987
21.24714,-88.76584
21.24716,-88.65116
21.24748,-89.16707
21.2476,-88.15169
21.24776,-89.12614
21.24777,-88.36547
21.24781,-87.92065
21.24793,-88.94376
21.24806,-88.52711
21.24808,-89.13665
21.24813,-88.71851
21.24823,-88.00551
21.24838,-88.44034
21.24849,-87.78403
21.24861,-88.83682
21.24866,-89.53362
21.24869,-88.9053
21.24874,-88.34827
