,Latitud,Longitud,Lai,date
0,21.18763,-89.00086,60,20210922
1,21.18763,-89.00086,53,20210926
2,21.18763,-89.00086,49,20210930
3,21.18763,-89.00086,65,20211004
4,21.18763,-89.00086,42,20211008
5,21.18763,-89.00086,60,20211012
6,21.18763,-89.00086,16,20211016
7,21.18763,-89.00086,20,20211020
8,21.18763,-89.00086,14,20211024
9,21.18763,-89.00086,60,20211028
10,21.18763,-89.00086,59,20211101
11,21.18763,-89.00086,65,20211105
12,21.18763,-89.00086,60,20211109
13,21.18763,-89.00086,58,20211113
14,21.18763,-89.00086,13,20211117
15,21.18763,-89.00086,50,20211121
16,21.18763,-89.00086,46,20211125
17,21.18763,-89.00086,45,20211129
18,21.18763,-89.00086,48,20211203
19,21.18763,-89.00086,12,20211207
20,21.18763,-89.00086,18,20211211
21,21.18763,-89.00086,17,20211215
22,21.18763,-89.00086,44,20211219
23,21.18763,-89.00086,22,20211223
24,21.18763,-89.00086,14,20211227
25,21.18763,-89.00086,18,20211231
26,21.18763,-89.00086,18,20220101
27,21.18763,-89.00086,31,20220105
28,21.18763,-89.00086,15,20220109
29,21.18763,-89.00086,14,20220113
30,21.18763,-89.00086,24,20220117
31,21.18763,-89.00086,17,20220121
32,21.18763,-89.00086,20,20220125
33,21.18763,-89.00086,44,20220129
34,21.18763,-89.00086,17,20220202
35,21.18763,-89.00086,1,20220206
36,21.18763,-89.00086,25,20220210
37,21.18763,-89.00086,11,20220214
38,21.18763,-89.00086,48,20220218
39,21.18763,-89.00086,7,20220222
40,21.18763,-89.00086,52,20220226
41,21.18763,-89.00086,22,20220302
42,21.18763,-89.00086,7,20220306
43,21.18763,-89.00086,14,20220310
44,21.18763,-89.00086,20,20220314
45,21.18763,-89.00086,26,20220318
46,21.18763,-89.00086,16,20220322
47,21.18763,-89.00086,14,20220326
48,21.18763,-89.00086,14,20220330
49,21.18763,-89.00086,12,20220415
50,21.18763,-89.00086,12,20220419
51,21.18763,-89.00086,8,20220423
52,21.18763,-89.00086,7,20220427
53,21.18763,-89.00086,14,20220501
54,21.18763,-89.00086,13,20220505
55,21.18763,-89.00086,9,20220509
56,21.18763,-89.00086,13,20220513
57,21.18763,-89.00086,12,20220517
58,21.18763,-89.00086,10,20220521
59,21.18763,-89.00086,1,20220525
60,21.18763,-89.00086,15,20220529
61,21.18763,-89.00086,8,20220602
62,21.18763,-89.00086,8,20220606
63,21.18763,-89.00086,23,20220610
64,21.18763,-89.00086,21,20220614
65,21.18763,-89.00086,47,20220618
66,21.18763,-89.00086,43,20220622
67,21.18763,-89.00086,42,20220626
68,21.18763,-89.00086,13,20220630
69,21.18763,-89.00086,52,20220704
70,21.18763,-89.00086,19,20220708
71,21.18763,-89.00086,14,20220712
72,21.18763,-89.00086,52,20220716
73,21.18763,-89.00086,52,20220720
74,21.18763,-89.00086,19,20220724
75,21.18763,-89.00086,47,20220728
76,21.18763,-89.00086,53,20220801
77,21.18763,-89.00086,48,20220805
78,21.18763,-89.00086,42,20220809
79,21.18763,-89.00086,46,20220813
80,21.18763,-89.00086,12,20220817
81,21.18763,-89.00086,33,20220821
82,21.18763,-89.00086,49,20220825
83,21.18763,-89.00086,61,20220829
84,21.18763,-89.00086,45,20220902
85,21.18763,-89.00086,44,20220906
86,21.18763,-89.00086,48,20220910
87,21.18763,-89.00086,23,20220914
88,21.18763,-89.00086,44,20220918
89,21.18763,-89.00086,37,20220922
90,21.18763,-89.00086,35,20220926
91,21.18763,-89.00086,54,20220930
92,21.18763,-89.00086,51,20221004
93,21.18763,-89.00086,9,20221008
94,21.18763,-89.00086,42,20221024
95,21.18763,-89.00086,60,20221028
96,21.18763,-89.00086,47,20221101
97,21.18763,-89.00086,62,20221105
98,21.18763,-89.00086,47,20221109
99,21.18763,-89.00086,55,20221113
100,21.18763,-89.00086,8,20221117
101,21.18763,-89.00086,49,20221121
102,21.18763,-89.00086,24,20221125
103,21.18763,-89.00086,54,20221129
104,21.18763,-89.00086,9,20221203
105,21.18763,-89.00086,49,20221207
106,21.18763,-89.00086,43,20221211
107,21.18763,-89.00086,46,20221215
108,21.18763,-89.00086,56,20221219
109,21.18763,-89.00086,1,20221223
110,21.18763,-89.00086,44,20221227
