,Latitud,Longitud,Lai,date
0,20.84336,-88.94608,7,20210922
1,20.84336,-88.94608,56,20210926
2,20.84336,-88.94608,46,20210930
3,20.84336,-88.94608,53,20211004
4,20.84336,-88.94608,30,20211008
5,20.84336,-88.94608,47,20211012
6,20.84336,-88.94608,17,20211016
7,20.84336,-88.94608,4,20211020
8,20.84336,-88.94608,37,20211024
9,20.84336,-88.94608,43,20211028
10,20.84336,-88.94608,20,20211101
11,20.84336,-88.94608,26,20211105
12,20.84336,-88.94608,15,20211109
13,20.84336,-88.94608,18,20211113
14,20.84336,-88.94608,48,20211117
15,20.84336,-88.94608,15,20211121
16,20.84336,-88.94608,36,20211125
17,20.84336,-88.94608,20,20211129
18,20.84336,-88.94608,19,20211203
19,20.84336,-88.94608,24,20211207
20,20.84336,-88.94608,18,20211211
21,20.84336,-88.94608,20,20211215
22,20.84336,-88.94608,22,20211219
23,20.84336,-88.94608,14,20211223
24,20.84336,-88.94608,6,20211227
25,20.84336,-88.94608,12,20211231
26,20.84336,-88.94608,12,20220101
27,20.84336,-88.94608,16,20220105
28,20.84336,-88.94608,17,20220109
29,20.84336,-88.94608,16,20220113
30,20.84336,-88.94608,11,20220117
31,20.84336,-88.94608,10,20220121
32,20.84336,-88.94608,12,20220125
33,20.84336,-88.94608,8,20220129
34,20.84336,-88.94608,13,20220202
35,20.84336,-88.94608,4,20220206
36,20.84336,-88.94608,16,20220210
37,20.84336,-88.94608,6,20220214
38,20.84336,-88.94608,43,20220218
39,20.84336,-88.94608,35,20220222
40,20.84336,-88.94608,45,20220226
41,20.84336,-88.94608,49,20220302
42,20.84336,-88.94608,49,20220306
43,20.84336,-88.94608,21,20220310
44,20.84336,-88.94608,9,20220314
45,20.84336,-88.94608,28,20220318
46,20.84336,-88.94608,37,20220322
47,20.84336,-88.94608,24,20220326
48,20.84336,-88.94608,24,20220330
49,20.84336,-88.94608,15,20220415
50,20.84336,-88.94608,16,20220419
51,20.84336,-88.94608,7,20220423
52,20.84336,-88.94608,12,20220427
53,20.84336,-88.94608,11,20220501
54,20.84336,-88.94608,32,20220505
55,20.84336,-88.94608,21,20220509
56,20.84336,-88.94608,44,20220513
57,20.84336,-88.94608,19,20220517
58,20.84336,-88.94608,18,20220521
59,20.84336,-88.94608,9,20220525
60,20.84336,-88.94608,12,20220529
61,20.84336,-88.94608,49,20220602
62,20.84336,-88.94608,16,20220606
63,20.84336,-88.94608,51,20220610
64,20.84336,-88.94608,26,20220614
65,20.84336,-88.94608,55,20220618
66,20.84336,-88.94608,70,20220622
67,20.84336,-88.94608,58,20220626
68,20.84336,-88.94608,48,20220630
69,20.84336,-88.94608,44,20220704
70,20.84336,-88.94608,12,20220708
71,20.84336,-88.94608,6,20220712
72,20.84336,-88.94608,49,20220716
73,20.84336,-88.94608,55,20220720
74,20.84336,-88.94608,53,20220724
75,20.84336,-88.94608,54,20220728
76,20.84336,-88.94608,16,20220801
77,20.84336,-88.94608,21,20220805
78,20.84336,-88.94608,47,20220809
79,20.84336,-88.94608,48,20220813
80,20.84336,-88.94608,54,20220817
81,20.84336,-88.94608,52,20220821
82,20.84336,-88.94608,27,20220825
83,20.84336,-88.94608,54,20220829
84,20.84336,-88.94608,20,20220902
85,20.84336,-88.94608,48,20220906
86,20.84336,-88.94608,10,20220910
87,20.84336,-88.94608,50,20220914
88,20.84336,-88.94608,47,20220918
89,20.84336,-88.94608,56,20220922
90,20.84336,-88.94608,16,20220926
91,20.84336,-88.94608,67,20220930
92,20.84336,-88.94608,43,20221004
93,20.84336,-88.94608,15,20221008
94,20.84336,-88.94608,51,20221024
95,20.84336,-88.94608,48,20221028
96,20.84336,-88.94608,52,20221101
97,20.84336,-88.94608,25,20221105
98,20.84336,-88.94608,47,20221109
99,20.84336,-88.94608,52,20221113
100,20.84336,-88.94608,14,20221117
101,20.84336,-88.94608,43,20221121
102,20.84336,-88.94608,25,20221125
103,20.84336,-88.94608,10,20221129
104,20.84336,-88.94608,44,20221203
105,20.84336,-88.94608,51,20221207
106,20.84336,-88.94608,53,20221211
107,20.84336,-88.94608,61,20221215
108,20.84336,-88.94608,56,20221219
109,20.84336,-88.94608,22,20221223
110,20.84336,-88.94608,46,20221227
