,Latitud,Longitud,Lai,date
0,21.3104,-87.94038,8,20210922
1,21.3104,-87.94038,29,20210926
2,21.3104,-87.94038,14,20210930
3,21.3104,-87.94038,9,20211004
4,21.3104,-87.94038,12,20211008
5,21.3104,-87.94038,16,20211012
6,21.3104,-87.94038,12,20211016
7,21.3104,-87.94038,4,20211020
8,21.3104,-87.94038,15,20211024
9,21.3104,-87.94038,23,20211028
10,21.3104,-87.94038,16,20211101
11,21.3104,-87.94038,1,20211105
12,21.3104,-87.94038,17,20211109
13,21.3104,-87.94038,9,20211113
14,21.3104,-87.94038,13,20211117
15,21.3104,-87.94038,15,20211121
16,21.3104,-87.94038,17,20211125
17,21.3104,-87.94038,16,20211129
18,21.3104,-87.94038,12,20211203
19,21.3104,-87.94038,17,20211207
20,21.3104,-87.94038,15,20211211
21,21.3104,-87.94038,17,20211215
22,21.3104,-87.94038,19,20211219
23,21.3104,-87.94038,10,20211223
24,21.3104,-87.94038,10,20211227
25,21.3104,-87.94038,13,20211231
26,21.3104,-87.94038,13,20220101
27,21.3104,-87.94038,11,20220105
28,21.3104,-87.94038,17,20220109
29,21.3104,-87.94038,13,20220113
30,21.3104,-87.94038,10,20220117
31,21.3104,-87.94038,12,20220121
32,21.3104,-87.94038,9,20220125
33,21.3104,-87.94038,15,20220129
34,21.3104,-87.94038,9,20220202
35,21.3104,-87.94038,8,20220206
36,21.3104,-87.94038,10,20220210
37,21.3104,-87.94038,5,20220214
38,21.3104,-87.94038,12,20220218
39,21.3104,-87.94038,12,20220222
40,21.3104,-87.94038,12,20220226
41,21.3104,-87.94038,12,20220302
42,21.3104,-87.94038,9,20220306
43,21.3104,-87.94038,11,20220310
44,21.3104,-87.94038,12,20220314
45,21.3104,-87.94038,12,20220318
46,21.3104,-87.94038,9,20220322
47,21.3104,-87.94038,11,20220326
48,21.3104,-87.94038,10,20220330
49,21.3104,-87.94038,9,20220415
50,21.3104,-87.94038,6,20220419
51,21.3104,-87.94038,9,20220423
52,21.3104,-87.94038,12,20220427
53,21.3104,-87.94038,9,20220501
54,21.3104,-87.94038,12,20220505
55,21.3104,-87.94038,9,20220509
56,21.3104,-87.94038,9,20220513
57,21.3104,-87.94038,8,20220517
58,21.3104,-87.94038,10,20220521
59,21.3104,-87.94038,3,20220525
60,21.3104,-87.94038,7,20220529
61,21.3104,-87.94038,7,20220602
62,21.3104,-87.94038,9,20220606
63,21.3104,-87.94038,9,20220610
64,21.3104,-87.94038,10,20220614
65,21.3104,-87.94038,9,20220618
66,21.3104,-87.94038,12,20220622
67,21.3104,-87.94038,13,20220626
68,21.3104,-87.94038,8,20220630
69,21.3104,-87.94038,16,20220704
70,21.3104,-87.94038,15,20220708
71,21.3104,-87.94038,13,20220712
72,21.3104,-87.94038,16,20220716
73,21.3104,-87.94038,14,20220720
74,21.3104,-87.94038,8,20220724
75,21.3104,-87.94038,1,20220728
76,21.3104,-87.94038,16,20220801
77,21.3104,-87.94038,21,20220805
78,21.3104,-87.94038,9,20220809
79,21.3104,-87.94038,20,20220813
80,21.3104,-87.94038,17,20220817
81,21.3104,-87.94038,18,20220821
82,21.3104,-87.94038,24,20220825
83,21.3104,-87.94038,17,20220829
84,21.3104,-87.94038,18,20220902
85,21.3104,-87.94038,13,20220906
86,21.3104,-87.94038,6,20220910
87,21.3104,-87.94038,7,20220914
88,21.3104,-87.94038,18,20220918
89,21.3104,-87.94038,23,20220922
90,21.3104,-87.94038,10,20220926
91,21.3104,-87.94038,20,20220930
92,21.3104,-87.94038,16,20221004
93,21.3104,-87.94038,10,20221008
94,21.3104,-87.94038,15,20221024
95,21.3104,-87.94038,5,20221028
96,21.3104,-87.94038,16,20221101
97,21.3104,-87.94038,21,20221105
98,21.3104,-87.94038,14,20221109
99,21.3104,-87.94038,16,20221113
100,21.3104,-87.94038,12,20221117
101,21.3104,-87.94038,15,20221121
102,21.3104,-87.94038,12,20221125
103,21.3104,-87.94038,15,20221129
104,21.3104,-87.94038,12,20221203
105,21.3104,-87.94038,10,20221207
106,21.3104,-87.94038,12,20221211
107,21.3104,-87.94038,15,20221215
108,21.3104,-87.94038,11,20221219
109,21.3104,-87.94038,9,20221223
110,21.3104,-87.94038,14,20221227
