,Latitud,Longitud,Lai,date
0,20.87241,-89.43457,27,20210922
1,20.87241,-89.43457,20,20210926
2,20.87241,-89.43457,21,20210930
3,20.87241,-89.43457,21,20211004
4,20.87241,-89.43457,21,20211008
5,20.87241,-89.43457,16,20211012
6,20.87241,-89.43457,20,20211016
7,20.87241,-89.43457,23,20211020
8,20.87241,-89.43457,10,20211024
9,20.87241,-89.43457,15,20211028
10,20.87241,-89.43457,12,20211101
11,20.87241,-89.43457,9,20211105
12,20.87241,-89.43457,14,20211109
13,20.87241,-89.43457,14,20211113
14,20.87241,-89.43457,12,20211117
15,20.87241,-89.43457,13,20211121
16,20.87241,-89.43457,14,20211125
17,20.87241,-89.43457,11,20211129
18,20.87241,-89.43457,9,20211203
19,20.87241,-89.43457,12,20211207
20,20.87241,-89.43457,12,20211211
21,20.87241,-89.43457,9,20211215
22,20.87241,-89.43457,12,20211219
23,20.87241,-89.43457,7,20211223
24,20.87241,-89.43457,10,20211227
25,20.87241,-89.43457,8,20211231
26,20.87241,-89.43457,6,20220101
27,20.87241,-89.43457,12,20220105
28,20.87241,-89.43457,10,20220109
29,20.87241,-89.43457,10,20220113
30,20.87241,-89.43457,8,20220117
31,20.87241,-89.43457,9,20220121
32,20.87241,-89.43457,6,20220125
33,20.87241,-89.43457,12,20220129
34,20.87241,-89.43457,8,20220202
35,20.87241,-89.43457,2,20220206
36,20.87241,-89.43457,13,20220210
37,20.87241,-89.43457,9,20220214
38,20.87241,-89.43457,7,20220218
39,20.87241,-89.43457,10,20220222
40,20.87241,-89.43457,8,20220226
41,20.87241,-89.43457,11,20220302
42,20.87241,-89.43457,7,20220306
43,20.87241,-89.43457,12,20220310
44,20.87241,-89.43457,12,20220314
45,20.87241,-89.43457,16,20220318
46,20.87241,-89.43457,7,20220322
47,20.87241,-89.43457,15,20220326
48,20.87241,-89.43457,12,20220330
49,20.87241,-89.43457,10,20220415
50,20.87241,-89.43457,10,20220419
51,20.87241,-89.43457,10,20220423
52,20.87241,-89.43457,8,20220427
53,20.87241,-89.43457,12,20220501
54,20.87241,-89.43457,8,20220505
55,20.87241,-89.43457,9,20220509
56,20.87241,-89.43457,12,20220513
57,20.87241,-89.43457,8,20220517
58,20.87241,-89.43457,10,20220521
59,20.87241,-89.43457,7,20220525
60,20.87241,-89.43457,11,20220529
61,20.87241,-89.43457,9,20220602
62,20.87241,-89.43457,13,20220606
63,20.87241,-89.43457,12,20220610
64,20.87241,-89.43457,8,20220614
65,20.87241,-89.43457,15,20220618
66,20.87241,-89.43457,15,20220622
67,20.87241,-89.43457,33,20220626
68,20.87241,-89.43457,22,20220630
69,20.87241,-89.43457,13,20220704
70,20.87241,-89.43457,18,20220708
71,20.87241,-89.43457,5,20220712
72,20.87241,-89.43457,17,20220716
73,20.87241,-89.43457,10,20220720
74,20.87241,-89.43457,11,20220724
75,20.87241,-89.43457,20,20220728
76,20.87241,-89.43457,13,20220801
77,20.87241,-89.43457,12,20220805
78,20.87241,-89.43457,12,20220809
79,20.87241,-89.43457,18,20220813
80,20.87241,-89.43457,18,20220817
81,20.87241,-89.43457,23,20220821
82,20.87241,-89.43457,23,20220825
83,20.87241,-89.43457,27,20220829
84,20.87241,-89.43457,22,20220902
85,20.87241,-89.43457,18,20220906
86,20.87241,-89.43457,11,20220910
87,20.87241,-89.43457,14,20220914
88,20.87241,-89.43457,21,20220918
89,20.87241,-89.43457,20,20220922
90,20.87241,-89.43457,23,20220926
91,20.87241,-89.43457,29,20220930
92,20.87241,-89.43457,20,20221004
93,20.87241,-89.43457,11,20221008
94,20.87241,-89.43457,21,20221024
95,20.87241,-89.43457,19,20221028
96,20.87241,-89.43457,7,20221101
97,20.87241,-89.43457,19,20221105
98,20.87241,-89.43457,15,20221109
99,20.87241,-89.43457,20,20221113
100,20.87241,-89.43457,7,20221117
101,20.87241,-89.43457,18,20221121
102,20.87241,-89.43457,21,20221125
103,20.87241,-89.43457,15,20221129
104,20.87241,-89.43457,20,20221203
105,20.87241,-89.43457,15,20221207
106,20.87241,-89.43457,10,20221211
107,20.87241,-89.43457,12,20221215
108,20.87241,-89.43457,15,20221219
109,20.87241,-89.43457,3,20221223
110,20.87241,-89.43457,11,20221227
