,Latitud,Longitud,NDVI,date
0,21.31308,-88.74742,0.5855988264083862,20210920
1,21.31308,-88.74742,0.27703261375427246,20210923
2,21.31308,-88.74742,0.8424355387687683,20210924
3,21.31308,-88.74742,0.8511195182800293,20210925
4,21.31308,-88.74742,0.37651821970939636,20210926
5,21.31308,-88.74742,0.8809756636619568,20210927
6,21.31308,-88.74742,0.5866441130638123,20210928
7,21.31308,-88.74742,0.8062137961387634,20210929
8,21.31308,-88.74742,0.5239139795303345,20210930
9,21.31308,-88.74742,0.45454543828964233,20211001
10,21.31308,-88.74742,0.5903058648109436,20211002
11,21.31308,-88.74742,0.37114524841308594,20211003
12,21.31308,-88.74742,0.5035799145698547,20211004
13,21.31308,-88.74742,0.6700618267059326,20211005
14,21.31308,-88.74742,0.8349358439445496,20211006
15,21.31308,-88.74742,0.34619826078414917,20211008
16,21.31308,-88.74742,0.2505403161048889,20211009
17,21.31308,-88.74742,0.8457311987876892,20211010
18,21.31308,-88.74742,0.4910973310470581,20211011
19,21.31308,-88.74742,0.8414191007614136,20211012
20,21.31308,-88.74742,0.8162595629692078,20211013
21,21.31308,-88.74742,0.8571729063987732,20211014
22,21.31308,-88.74742,0.28194165229797363,20211015
23,21.31308,-88.74742,0.214461550116539,20211016
24,21.31308,-88.74742,0.08092775195837021,20211017
25,21.31308,-88.74742,0.8754098415374756,20211018
26,21.31308,-88.74742,0.27232426404953003,20211019
27,21.31308,-88.74742,0.08219780027866364,20211020
28,21.31308,-88.74742,0.05105242878198624,20211021
29,21.31308,-88.74742,0.10896346718072891,20211022
30,21.31308,-88.74742,0.45237231254577637,20211024
31,21.31308,-88.74742,0.8957290053367615,20211025
32,21.31308,-88.74742,0.6458125114440918,20211026
33,21.31308,-88.74742,0.8015803694725037,20211028
34,21.31308,-88.74742,0.3010634183883667,20211029
35,21.31308,-88.74742,0.7852322459220886,20211030
36,21.31308,-88.74742,0.46376439929008484,20211031
37,21.31308,-88.74742,0.5646807551383972,20211101
38,21.31308,-88.74742,0.7452731132507324,20211102
39,21.31308,-88.74742,0.4396991729736328,20211103
40,21.31308,-88.74742,0.2617276906967163,20211104
41,21.31308,-88.74742,0.9289854764938354,20211105
42,21.31308,-88.74742,0.5606796145439148,20211106
43,21.31308,-88.74742,0.4135785698890686,20211107
44,21.31308,-88.74742,0.056874748319387436,20211109
45,21.31308,-88.74742,0.790425181388855,20211110
46,21.31308,-88.74742,0.31115081906318665,20211111
47,21.31308,-88.74742,0.08482087403535843,20211112
