,Latitud,Longitud,NDVI,date
0,21.30906,-88.8839,0.5803871750831604,20210920
1,21.30906,-88.8839,0.16381341218948364,20210923
2,21.30906,-88.8839,0.5562532544136047,20210924
3,21.30906,-88.8839,0.8509732484817505,20210925
4,21.30906,-88.8839,0.9624413251876831,20210926
5,21.30906,-88.8839,0.7909040451049805,20210927
6,21.30906,-88.8839,0.38384905457496643,20210928
7,21.30906,-88.8839,0.6334180235862732,20210929
8,21.30906,-88.8839,0.1597663164138794,20210930
9,21.30906,-88.8839,0.83343106508255,20211001
10,21.30906,-88.8839,0.8852327466011047,20211002
11,21.30906,-88.8839,0.6260796785354614,20211003
12,21.30906,-88.8839,0.2626746594905853,20211004
13,21.30906,-88.8839,0.3309986889362335,20211005
14,21.30906,-88.8839,0.4271523356437683,20211006
15,21.30906,-88.8839,0.09138630330562592,20211008
16,21.30906,-88.8839,0.07783690094947815,20211009
17,21.30906,-88.8839,0.9626324772834778,20211010
18,21.30906,-88.8839,0.6513107419013977,20211011
19,21.30906,-88.8839,0.3470284044742584,20211012
20,21.30906,-88.8839,0.21739129722118378,20211013
21,21.30906,-88.8839,0.8392108082771301,20211014
22,21.30906,-88.8839,0.39015495777130127,20211015
23,21.30906,-88.8839,0.8732171654701233,20211016
24,21.30906,-88.8839,0.06478297710418701,20211017
25,21.30906,-88.8839,0.2343646138906479,20211018
26,21.30906,-88.8839,0.40162795782089233,20211019
27,21.30906,-88.8839,0.06283634155988693,20211020
28,21.30906,-88.8839,0.3007580041885376,20211021
29,21.30906,-88.8839,0.05085698515176773,20211022
30,21.30906,-88.8839,0.45610368251800537,20211024
31,21.30906,-88.8839,0.3357478976249695,20211025
32,21.30906,-88.8839,0.4169204831123352,20211026
33,21.30906,-88.8839,0.787142813205719,20211028
34,21.30906,-88.8839,0.6705966591835022,20211029
35,21.30906,-88.8839,0.7806382179260254,20211030
36,21.30906,-88.8839,0.7852813601493835,20211031
37,21.30906,-88.8839,0.697185218334198,20211101
38,21.30906,-88.8839,0.7635270357131958,20211102
39,21.30906,-88.8839,0.8265449404716492,20211103
40,21.30906,-88.8839,0.12696577608585358,20211104
41,21.30906,-88.8839,0.4549989402294159,20211105
42,21.30906,-88.8839,0.6846383213996887,20211106
43,21.30906,-88.8839,0.3166448473930359,20211107
44,21.30906,-88.8839,0.04731043428182602,20211109
45,21.30906,-88.8839,0.8410404920578003,20211110
46,21.30906,-88.8839,0.7128607034683228,20211111
47,21.30906,-88.8839,0.10298693925142288,20211112
48,21.30906,-88.8839,0.10831278562545776,20211113
49,21.30906,-88.8839,0.022730441763997078,20211114
50,21.30906,-88.8839,0.6702189445495605,20211115
51,21.30906,-88.8839,0.7171165347099304,20211116
52,21.30906,-88.8839,1.0,20211117
53,21.30906,-88.8839,0.6323529481887817,20211118
54,21.30906,-88.8839,0.600907027721405,20211119
55,21.30906,-88.8839,0.15303896367549896,20211120
56,21.30906,-88.8839,0.4896372854709625,20211121
57,21.30906,-88.8839,0.6997953057289124,20211122
58,21.30906,-88.8839,0.9314516186714172,20211123
59,21.30906,-88.8839,0.7340025305747986,20211125
60,21.30906,-88.8839,0.6002268195152283,20211126
61,21.30906,-88.8839,0.6570786833763123,20211127
62,21.30906,-88.8839,0.23137255012989044,20211128
63,21.30906,-88.8839,0.12739571928977966,20211129
64,21.30906,-88.8839,0.04837595298886299,20211130
65,21.30906,-88.8839,0.6989299654960632,20211201
66,21.30906,-88.8839,0.05250643938779831,20211202
67,21.30906,-88.8839,0.0455426350235939,20211203
68,21.30906,-88.8839,0.6452301144599915,20211204
69,21.30906,-88.8839,0.73046875,20211205
70,21.30906,-88.8839,0.481865257024765,20211206
71,21.30906,-88.8839,0.7077625393867493,20211207
72,21.30906,-88.8839,0.6729342341423035,20211208
73,21.30906,-88.8839,0.24855096638202667,20211209
74,21.30906,-88.8839,0.5093773603439331,20211211
75,21.30906,-88.8839,0.3223007321357727,20211212
76,21.30906,-88.8839,0.22911283373832703,20211213
77,21.30906,-88.8839,0.10260336846113205,20211214
78,21.30906,-88.8839,0.6061715483665466,20211215
