,Latitud,Longitud,NDVI,date
0,20.88284,-88.84133,0.6806972026824951,20210920
1,20.88284,-88.84133,0.3807339668273926,20210923
2,20.88284,-88.84133,0.5729483366012573,20210924
3,20.88284,-88.84133,0.8523169159889221,20210925
4,20.88284,-88.84133,0.1442517191171646,20210926
5,20.88284,-88.84133,0.5910094380378723,20210927
6,20.88284,-88.84133,0.4230997562408447,20210928
7,20.88284,-88.84133,0.8105120658874512,20210929
8,20.88284,-88.84133,0.16575458645820618,20210930
9,20.88284,-88.84133,0.5334386825561523,20211001
10,20.88284,-88.84133,0.23177304863929749,20211002
11,20.88284,-88.84133,0.5781279802322388,20211003
12,20.88284,-88.84133,0.8995644450187683,20211004
13,20.88284,-88.84133,0.1238216981291771,20211005
14,20.88284,-88.84133,0.5980170965194702,20211006
15,20.88284,-88.84133,0.5116159319877625,20211008
16,20.88284,-88.84133,0.6739790439605713,20211009
17,20.88284,-88.84133,0.7633736729621887,20211010
18,20.88284,-88.84133,0.437385231256485,20211011
19,20.88284,-88.84133,0.3508850336074829,20211012
20,20.88284,-88.84133,0.648809552192688,20211013
21,20.88284,-88.84133,0.5249180197715759,20211014
22,20.88284,-88.84133,0.8875977396965027,20211015
23,20.88284,-88.84133,0.18159738183021545,20211016
24,20.88284,-88.84133,0.6387912631034851,20211017
25,20.88284,-88.84133,0.5852736234664917,20211018
26,20.88284,-88.84133,0.5399232506752014,20211019
27,20.88284,-88.84133,0.2644994854927063,20211020
28,20.88284,-88.84133,0.04624803364276886,20211021
29,20.88284,-88.84133,0.3528285622596741,20211022
30,20.88284,-88.84133,0.4963598847389221,20211024
31,20.88284,-88.84133,0.577595055103302,20211025
32,20.88284,-88.84133,0.6990777254104614,20211026
33,20.88284,-88.84133,0.8640483617782593,20211028
34,20.88284,-88.84133,0.9379943013191223,20211029
35,20.88284,-88.84133,0.5183859467506409,20211030
36,20.88284,-88.84133,0.8302604556083679,20211031
37,20.88284,-88.84133,0.29373040795326233,20211101
38,20.88284,-88.84133,0.8647024035453796,20211102
39,20.88284,-88.84133,0.22152824699878693,20211103
40,20.88284,-88.84133,0.7284268736839294,20211104
41,20.88284,-88.84133,0.3608969748020172,20211105
42,20.88284,-88.84133,0.055092815309762955,20211106
43,20.88284,-88.84133,0.319965124130249,20211107
44,20.88284,-88.84133,0.5967578291893005,20211109
45,20.88284,-88.84133,0.8883973956108093,20211110
46,20.88284,-88.84133,0.7898256778717041,20211111
47,20.88284,-88.84133,0.1235668808221817,20211112
48,20.88284,-88.84133,-0.13656090199947357,20211113
49,20.88284,-88.84133,0.5029679536819458,20211114
50,20.88284,-88.84133,0.8585014939308167,20211115
51,20.88284,-88.84133,0.7764056324958801,20211116
52,20.88284,-88.84133,0.9140257239341736,20211117
53,20.88284,-88.84133,0.68207186460495,20211118
54,20.88284,-88.84133,0.6275267004966736,20211119
55,20.88284,-88.84133,0.10599229484796524,20211120
56,20.88284,-88.84133,0.27158647775650024,20211121
57,20.88284,-88.84133,0.43703925609588623,20211122
58,20.88284,-88.84133,0.05988071486353874,20211123
59,20.88284,-88.84133,0.8190799951553345,20211125
60,20.88284,-88.84133,0.953856348991394,20211126
61,20.88284,-88.84133,0.7171441912651062,20211127
62,20.88284,-88.84133,0.9074369668960571,20211128
63,20.88284,-88.84133,0.41646167635917664,20211129
64,20.88284,-88.84133,0.265365868806839,20211130
65,20.88284,-88.84133,0.7951309084892273,20211201
66,20.88284,-88.84133,0.16181935369968414,20211202
67,20.88284,-88.84133,0.11529411375522614,20211203
68,20.88284,-88.84133,0.7848904132843018,20211204
69,20.88284,-88.84133,0.8758670687675476,20211205
70,20.88284,-88.84133,0.23208555579185486,20211206
71,20.88284,-88.84133,0.4337560832500458,20211207
72,20.88284,-88.84133,0.7873550057411194,20211208
73,20.88284,-88.84133,0.5943847298622131,20211209
74,20.88284,-88.84133,0.2081654667854309,20211211
75,20.88284,-88.84133,0.41762611269950867,20211212
76,20.88284,-88.84133,0.25854432582855225,20211213
77,20.88284,-88.84133,0.2761169970035553,20211214
78,20.88284,-88.84133,0.7614436149597168,20211215
79,20.88284,-88.84133,0.4461478888988495,20211217
80,20.88284,-88.84133,0.7316857576370239,20211218
81,20.88284,-88.84133,0.2214527726173401,20211219
82,20.88284,-88.84133,0.4370535910129547,20211220
83,20.88284,-88.84133,0.2052135318517685,20211221
84,20.88284,-88.84133,0.7540725469589233,20211222
85,20.88284,-88.84133,0.5849832892417908,20211223
86,20.88284,-88.84133,0.7341614961624146,20211224
87,20.88284,-88.84133,0.7302325367927551,20211225
88,20.88284,-88.84133,0.4951878488063812,20211227
89,20.88284,-88.84133,0.9406322240829468,20211228
90,20.88284,-88.84133,0.5293077826499939,20211229
91,20.88284,-88.84133,0.38076022267341614,20211230
92,20.88284,-88.84133,0.2236490696668625,20211231
