,Latitud,Longitud,NDVI,date
0,21.20059,-87.81699,0.5592606067657471,20210920
1,21.20059,-87.81699,0.43062976002693176,20210921
2,21.20059,-87.81699,0.6174612641334534,20210923
3,21.20059,-87.81699,0.9220371842384338,20210924
4,21.20059,-87.81699,0.6435803771018982,20210925
5,21.20059,-87.81699,0.4174584150314331,20210926
6,21.20059,-87.81699,0.8238341808319092,20210927
7,21.20059,-87.81699,0.7400104999542236,20210928
8,21.20059,-87.81699,0.8899859189987183,20210929
9,21.20059,-87.81699,0.7240986824035645,20211001
10,21.20059,-87.81699,0.24484586715698242,20211002
11,21.20059,-87.81699,0.4887780547142029,20211003
12,21.20059,-87.81699,0.8939507603645325,20211004
13,21.20059,-87.81699,0.1201062873005867,20211005
14,21.20059,-87.81699,0.956437349319458,20211006
15,21.20059,-87.81699,0.6573169231414795,20211007
16,21.20059,-87.81699,0.6619935035705566,20211008
17,21.20059,-87.81699,0.2787773311138153,20211009
18,21.20059,-87.81699,0.6451058983802795,20211010
19,21.20059,-87.81699,0.8121170997619629,20211011
20,21.20059,-87.81699,0.8604741096496582,20211012
21,21.20059,-87.81699,0.8453937768936157,20211013
22,21.20059,-87.81699,0.8765243887901306,20211014
23,21.20059,-87.81699,1.0,20211015
24,21.20059,-87.81699,0.12626774609088898,20211017
25,21.20059,-87.81699,0.7361785173416138,20211018
26,21.20059,-87.81699,0.3511740267276764,20211019
27,21.20059,-87.81699,0.8942981958389282,20211020
28,21.20059,-87.81699,0.3162737786769867,20211021
29,21.20059,-87.81699,0.07793652266263962,20211022
30,21.20059,-87.81699,0.11152589321136475,20211023
31,21.20059,-87.81699,1.0,20211024
32,21.20059,-87.81699,0.5817081332206726,20211025
33,21.20059,-87.81699,0.9099553823471069,20211026
34,21.20059,-87.81699,0.7408038377761841,20211028
35,21.20059,-87.81699,0.7161210179328918,20211029
36,21.20059,-87.81699,0.8557376861572266,20211030
37,21.20059,-87.81699,0.6484293341636658,20211031
38,21.20059,-87.81699,0.47020769119262695,20211102
39,21.20059,-87.81699,0.4756225347518921,20211103
40,21.20059,-87.81699,0.9083623290061951,20211104
41,21.20059,-87.81699,0.619273841381073,20211105
42,21.20059,-87.81699,0.5169042944908142,20211106
43,21.20059,-87.81699,0.8997092843055725,20211107
44,21.20059,-87.81699,0.22118312120437622,20211108
45,21.20059,-87.81699,0.7760194540023804,20211109
46,21.20059,-87.81699,0.3147197663784027,20211110
47,21.20059,-87.81699,0.64222651720047,20211111
48,21.20059,-87.81699,0.039414212107658386,20211112
49,21.20059,-87.81699,0.7500499486923218,20211113
50,21.20059,-87.81699,0.03502994030714035,20211114
51,21.20059,-87.81699,0.47510969638824463,20211115
52,21.20059,-87.81699,0.20420271158218384,20211116
53,21.20059,-87.81699,0.19883368909358978,20211118
54,21.20059,-87.81699,0.12325788289308548,20211119
55,21.20059,-87.81699,0.9125356674194336,20211120
56,21.20059,-87.81699,0.5584466457366943,20211121
57,21.20059,-87.81699,0.7769530415534973,20211122
58,21.20059,-87.81699,0.2520899176597595,20211123
59,21.20059,-87.81699,0.8467773199081421,20211124
60,21.20059,-87.81699,1.0,20211125
61,21.20059,-87.81699,0.5585562586784363,20211126
